# Batch Simulation Results
# Date: 2025-11-30 14:11:38
# Parameter varied: num_bots
# Values: [0.0, 4.0, 8.0, 12.0, 16.0, 70.0]
# Runs per value: 250
# Total simulations: 1500
#
avg_reach,std_reach,avg_forwarding_rate,std_forwarding_rate,avg_misinformation,std_misinformation,avg_reputation,std_reputation,final_reputation,num_agents,num_influencers,num_bots,num_regular,run_id,param_name,param_value,seed
0.10970000000000002,0.05317245527526446,0.008280275756144057,0.03960091597844416,0.003715522023607213,0.026238570637764885,-0.06630820543150522,0.0303035546446478,-0.07398830948402703,100,3,5,92,0,num_bots,0.0,random
0.11479000000000002,0.06861454583395564,0.014292991035283153,0.0658114661213497,0.0074673482786860755,0.0504248845090248,-0.19846708805719948,0.08299650904863987,-0.21793026842890867,100,3,5,92,1,num_bots,0.0,random
0.10616000000000002,0.024747816065261188,0.016021616460476288,0.06600753118788386,0.006376471593422057,0.04204994322368968,0.08629378256240806,0.04068054630895738,0.06594208594516264,100,3,5,92,2,num_bots,0.0,random
0.13958,0.10325416989158356,0.05113343007955232,0.12327210894470632,0.020081039561161817,0.08225133924478563,-0.0024990138063292378,0.10150791914900263,-0.07032193336349594,100,3,5,92,3,num_bots,0.0,random
0.14755000000000001,0.047071196075731916,0.051054448611841934,0.0548756515138242,0.022065404992175082,0.046151183129200336,-0.17954228709453993,0.03569474522639707,-0.17480256237380307,100,3,5,92,4,num_bots,0.0,random
0.10695000000000002,0.029913165997600456,0.015932751897860593,0.06703551115285819,0.007334459031306857,0.04610891911365864,-0.12968516352231887,0.03825659842966636,-0.14269534867158223,100,3,5,92,5,num_bots,0.0,random
0.11201000000000003,0.04211246727514312,0.028185143511459298,0.09460081997716607,0.011951587506061189,0.06381692216684746,-0.09602494785114297,0.06105814191986878,-0.12066966662202977,100,3,5,92,6,num_bots,0.0,random
0.12997000000000003,0.09179378573737985,0.029903739865678024,0.0918700027347483,0.011579328780863232,0.06075840820865244,0.0921705791016645,0.12546897398587334,0.048410024872123,100,3,5,92,7,num_bots,0.0,random
0.17804000000000003,0.13904228996963477,0.10101302080299575,0.1188807775132338,0.04080386401312412,0.09172492102789179,0.05232017118519642,0.13067243230526035,0.008116457271853483,100,3,5,92,8,num_bots,0.0,random
0.14224,0.04137610904858019,0.044870696178821175,0.04056537729451871,0.01889874091186591,0.0376356376127589,-0.18759715023222157,0.027865421820887568,-0.1957236187694702,100,3,5,92,9,num_bots,0.0,random
0.11079000000000003,0.0568249584249738,0.011049391724317383,0.05851900156461643,0.004149053681289348,0.033647346128335906,0.12674169342183778,0.04047701137486886,0.11447430213512476,100,3,5,92,10,num_bots,0.0,random
0.16287000000000001,0.08773290773706295,0.07375055557151163,0.096845717276504,0.027477542148872502,0.06884589002216238,0.1949923660173194,0.054012655366463644,0.1945229659445637,100,3,5,92,11,num_bots,0.0,random
0.12161000000000001,0.06350203067619178,0.03294468551056787,0.08600253861088025,0.013899904082845261,0.05904091038361113,-0.024544995334285044,0.04162533814711869,0.05844476842222396,100,3,5,92,12,num_bots,0.0,random
0.10834000000000003,0.03686250669718488,0.015502221946614873,0.06324683017228334,0.007904134285601877,0.048653442007836244,-0.32817324874748083,0.042837366530003015,-0.3504339133934387,100,3,5,92,13,num_bots,0.0,random
0.11657000000000002,0.037575724876574235,0.041791824760207104,0.09817501326420615,0.016065363721246076,0.0653031911622716,-0.13855391223773006,0.041390218400208775,-0.16643219517852614,100,3,5,92,14,num_bots,0.0,random
