# Batch Simulation Results
# Date: 2025-11-30 15:37:01
# Parameter varied: num_influencers
# Values: [0.0, 1.0, 5.0, 10.0, 20.0, 50.0]
# Runs per value: 50
# Total simulations: 300
#
avg_reach,std_reach,avg_forwarding_rate,std_forwarding_rate,avg_misinformation,std_misinformation,avg_reputation,std_reputation,final_reputation,num_agents,num_influencers,num_bots,num_regular,run_id,param_name,param_value,seed
0.5313300000000001,0.14329456060855905,0.326614451466718,0.19451054286032743,0.054481772249481523,0.14450675962343523,6.56187128680904,2.7962561336487872,11.210042567633659,100,3,5,92,0,num_influencers,0.0,random
0.50343,0.2762501314026837,0.3541124802509038,0.22521701470294095,0.07022235937401931,0.16957791527677038,6.416095693500289,3.1664613466745686,11.50588147576093,100,3,5,92,1,num_influencers,0.0,random
0.42372,0.21597444663663337,0.2963226373651961,0.20942410039224546,0.0594188883038695,0.1496396306283713,4.472580693870943,2.1435138289055944,7.496199797086396,100,3,5,92,2,num_influencers,0.0,random
0.51711,0.2610604295943757,0.3816380042347664,0.14058570396873285,0.08176989274287204,0.16684953404950684,5.74993234130069,2.540534850100624,9.124016115983503,100,3,5,92,3,num_influencers,0.0,random
0.5290799999999999,0.26318311799961636,0.36008284957341924,0.1772279763982551,0.06509666947769152,0.15654664412618347,6.307303184376731,3.2092473432588267,11.878107134840436,100,3,5,92,4,num_influencers,0.0,random
0.6106099999999999,0.1613918458287159,0.3942258924214133,0.17610165481599424,0.07898412137853995,0.17558423437387816,6.236146360625009,2.5281436929256245,10.598238679075068,100,3,5,92,5,num_influencers,0.0,random
0.42459,0.0889439818087767,0.3168697659400585,0.18216263673483352,0.06004841656463503,0.13705032523834237,4.0738195441875975,1.7901566396773787,6.528430656932827,100,3,5,92,6,num_influencers,0.0,random
0.4385,0.21882218808886816,0.32340086885342906,0.10916834876751998,0.07295910635089589,0.14672986550558506,3.389932829117697,1.326568333863567,5.990108429686318,100,3,5,92,7,num_influencers,0.0,random
0.5806099999999998,0.20715918492791965,0.3614459278944687,0.18422353353814316,0.06583563321934985,0.15903245090375223,7.135385043912026,3.038617910978871,11.941502409058357,100,3,5,92,8,num_influencers,0.0,random
0.51954,0.21765566475513565,0.34303332125053765,0.18630664430739471,0.07295465048620983,0.16595671490292133,4.822774395271622,1.8764349303094592,7.314031855311781,100,3,5,92,9,num_influencers,0.0,random
0.50263,0.3123545791244303,0.30105232609982063,0.2253606970309241,0.06047211861976774,0.15415743258090236,5.400944923210887,2.6370452724614837,9.191323019974243,100,3,5,92,10,num_influencers,0.0,random
0.5794900000000001,0.28157279680395264,0.4257385638814153,0.1401448402150111,0.08181753449933661,0.18045651760474532,6.698114587394877,2.595077518670966,10.801285994352048,100,3,5,92,11,num_influencers,0.0,random
0.52409,0.2781908911161543,0.3661976271316965,0.21970649814055737,0.07583171049786648,0.17998566519534911,5.432018394858478,2.2151788503231287,9.26086899410246,100,3,5,92,12,num_influencers,0.0,random
0.4828199999999999,0.12607714939670867,0.3556793050654919,0.18401672184734333,0.07057285519845817,0.16175675583957416,4.974609248472673,2.299915734398059,9.007036071683114,100,3,5,92,13,num_influencers,0.0,random
0.5015,0.11805655424414183,0.4077012437125514,0.18491316852393624,0.07967748052083491,0.18327521439272967,6.17516867972985,2.190904800207865,9.200962793594849,100,3,5,92,14,num_influencers,0.0,random
0.55572,0.20815926979118657,0.3954928480781254,0.14938623907880058,0.08159795484882207,0.17453026329649973,5.79627720294749,2.24217139077118,8.985541236849235,100,3,5,92,15,num_influencers,0.0,random
0.49161000000000005,0.24921618707459595,0.3525609092354431,0.13896316099961903,0.07322295750004008,0.1565690124842485,4.395556616555335,1.9596303817249954,6.912676750345439,100,3,5,92,16,num_influencers,0.0,random
0.48558999999999997,0.246761123153547,0.33266640326417707,0.19877769704008721,0.0686731994157177,0.1608810047151225,4.138464363853415,1.8845142323046922,7.840270765621454,100,3,5,92,17,num_influencers,0.0,random
0.51836,0.2292241488150845,0.34717018180565784,0.17472778222980567,0.06710942037205751,0.15403845792011966,5.810857827497947,3.0586815760778028,10.4870674295603,100,3,5,92,18,num_influencers,0.0,random
0.47594999999999993,0.2615360348020899,0.33985508252086255,0.2247308231558957,0.07236710280976415,0.17549635995777318,4.9547877507149884,2.0970177581566007,8.327527257412298,100,3,5,92,19,num_influencers,0.0,random
0.47767,0.2688539958788041,0.34490408145029333,0.17760871011790472,0.07135843783921543,0.16034806869534565,5.312583039017516,2.210130844339474,8.400126744287029,100,3,5,92,20,num_influencers,0.0,random
0.41323999999999994,0.3428482206458129,0.18282189706508795,0.21186283725089178,0.0355218990640082,0.11709276891971196,4.290070159201259,1.8838836973080273,6.895605814824355,100,3,5,92,21,num_influencers,0.0,random
