# Batch Simulation Results
# Date: 2025-12-15 11:44:20
# Parameter varied: message.prob_truth
# Values: [0.1, 0.3, 0.5, 0.7, 0.9]
# Runs per value: 30
# Total simulations: 150
# Comment: WhatsApp-like: vary prob_truth (q)
#
avg_reach,std_reach,avg_forwarding_rate,std_forwarding_rate,avg_misinformation,std_misinformation,avg_false_forward_count,std_false_forward_count,avg_false_reach_count,std_false_reach_count,avg_false_reach,std_false_reach,avg_reputation,std_reputation,final_reputation,num_agents,num_influencers,num_bots,num_regular,run_id,param_name,param_value,seed
0.61424,0.06805602398024733,0.3838832257745154,0.11671902807518335,0.3551813176527123,0.15316869151751145,22.22,10.911443534198396,56.412,17.838897275336276,0.56412,0.17838897275336277,-0.822039082947425,0.351808724203478,-1.2690854313567725,100,8,2,90,0,message.prob_truth,0.1,42
0.5940799999999999,0.30656574107359097,0.3171119498528203,0.1384292425356306,0.2806255780070394,0.16598846973754,18.692,15.223308970128668,53.456,34.66387260535095,0.5345599999999999,0.34663872605350954,-0.5485806549585804,0.3223662753363976,-1.0672681667433581,100,8,2,90,1,message.prob_truth,0.1,43
0.67964,0.14369506045790162,0.4381189934635955,0.12636689031727466,0.4065939509860258,0.16445705329850846,27.3,12.8178781395362,62.984,21.87600841104245,0.62984,0.2187600841104245,-0.969119557790778,0.3353514098136017,-1.3735849991727107,100,8,2,90,2,message.prob_truth,0.1,44
0.6379199999999999,0.2963708379716196,0.39093740803941956,0.1466656506110997,0.3413803201560506,0.18554541137334848,23.308,18.8369088759276,56.128,34.75237568857703,0.56128,0.34752375688577036,-0.9636438932482898,0.35441826189954745,-1.0604710949733327,100,8,2,90,3,message.prob_truth,0.1,45
0.6453199999999999,0.2153603900442233,0.4697433953932134,0.18022403576903864,0.4295431555225373,0.21653650965565824,30.4,21.16978979583879,59.116,27.23127878010873,0.59116,0.2723127878010873,-1.1777596047448082,0.45256674231813765,-1.4775418884460467,100,8,2,90,4,message.prob_truth,0.1,46
0.623,0.2503729218585748,0.3752608158593663,0.15516711239700584,0.3276028939182043,0.19003030862502737,23.052,18.406555788631398,54.04,30.82723471218267,0.5404,0.30827234712182666,-0.7706729193403778,0.5047061003305625,-1.306570159350879,100,8,2,90,5,message.prob_truth,0.1,47
0.62112,0.20939614514121316,0.5031854762191916,0.15202615621437052,0.4594360861716874,0.20375864994611073,29.76,19.08398281281976,56.02,26.538794245406102,0.5602,0.26538794245406105,-1.36245934199593,0.4136096592507946,-1.5320368181315533,100,8,2,90,6,message.prob_truth,0.1,48
0.5082,0.19360051652823654,0.29144500302613957,0.1510016207856812,0.2673301583299462,0.1621092528829261,14.16,9.69857721524142,47.276,22.99651764941814,0.47276,0.22996517649418138,-0.5927142509502211,0.1663195907691845,-0.8441646457840278,100,8,2,90,7,message.prob_truth,0.1,49
0.6089200000000001,0.17597054753566005,0.4303547814610341,0.11773781927092947,0.37810388660929856,0.18258767356863795,24.028,14.60284958492691,53.676,26.483259316028306,0.53676,0.26483259316028307,-0.9513056846157282,0.36708201586685296,-1.1001057054932253,100,8,2,90,8,message.prob_truth,0.1,50
0.65624,0.19997065384700824,0.4081747920067174,0.17548077246060909,0.36844746601668077,0.20190993159083048,26.9,20.33779732419418,59.456,26.547166779149897,0.59456,0.26547166779149894,-0.9622606502978875,0.3993914599777974,-1.7264495622930638,100,8,2,90,9,message.prob_truth,0.1,51
0.5873599999999999,0.20831377870894666,0.42161461021883617,0.18796746656361984,0.3780388252085363,0.22147590094832773,23.504,18.190381634259353,51.928,27.043276724539133,0.51928,0.27043276724539134,-0.9007013054053034,0.43519960578318195,-1.337142469018894,100,8,2,90,10,message.prob_truth,0.1,52
0.64644,0.11499794085113003,0.3898256218836833,0.15837903353650112,0.349578847433006,0.18571717999975962,23.696,15.27912248789177,58.468,21.652551258454512,0.5846800000000001,0.2165255125845451,-0.9545713890891329,0.3983205096253585,-1.3336280148544635,100,8,2,90,11,message.prob_truth,0.1,53
0.6495599999999999,0.14331017549357758,0.42686858271906397,0.14194649217723795,0.3854061315266367,0.1849219380509074,24.868,12.960346291669833,58.48,23.734396979910827,0.5848000000000001,0.23734396979910824,-0.9449480559885671,0.327727774631402,-1.3836297427928306,100,8,2,90,12,message.prob_truth,0.1,54
0.5561200000000001,0.26545460176836266,0.3054196906707008,0.15526518588281063,0.2795019485671385,0.16794135565836765,18.508,15.824346305614018,50.98,29.51493859048329,0.5097999999999999,0.2951493859048329,-0.6617647395731111,0.27370025716286717,-0.5081802858883954,100,8,2,90,13,message.prob_truth,0.1,55
0.56352,0.12973977647583643,0.4088970873711683,0.14112810386338384,0.36388707240943685,0.18781893177830175,20.068,11.078960962111926,49.736,21.841114989853427,0.49736,0.21841114989853427,-0.6762032463203758,0.3707933303206344,-0.7812493834776001,100,8,2,90,14,message.prob_truth,0.1,56
0.5144,0.25181707646623175,0.3861608265910865,0.1577148120259958,0.34326180264483486,0.19232417182000877,19.34,16.409521626177895,45.112,28.48682951821771,0.45112,0.28486829518217716,-0.7042895455188767,0.22217207394799068,-0.7632441819206907,100,8,2,90,15,message.prob_truth,0.1,57
0.5946,0.11016006535945774,0.3442800616239319,0.1072263972262293,0.3132920696794182,0.14639892477293442,19.192,10.852609640081964,53.844,20.76467346239762,0.5384399999999999,0.20764673462397623,-0.721912533479247,0.2671770792681233,-0.9680400874013132,100,8,2,90,16,message.prob_truth,0.1,58
0.58256,0.3356340960033709,0.4056730673543445,0.1433154496512429,0.37039152582569773,0.1774173800146201,23.488,18.79196253721255,53.74,35.980333517075685,0.5374000000000001,0.35980333517075686,-1.062843500518908,0.45439660659747266,-1.8109033230826088,100,8,2,90,17,message.prob_truth,0.1,59
0.52888,0.2659254512076646,0.41652216571697376,0.1459023822828185,0.36484541980068913,0.19549451174982713,18.276,12.292754939394179,46.496,30.169288755288882,0.46496,0.3016928875528888,-0.7686506501858185,0.32189794839279234,-0.947896698535927,100,8,2,90,18,message.prob_truth,0.1,60
0.68328,0.1628067615303492,0.4370591631665916,0.15404390162662338,0.41445161905319816,0.17764719158383965,29.944,16.56106470007288,64.792,21.892207197996274,0.64792,0.21892207197996277,-1.1697766975585724,0.5019418412703776,-2.083321567554666,100,8,2,90,19,message.prob_truth,0.1,61
0.5633599999999999,0.07798916847870606,0.39081094575991154,0.13156799791865395,0.35382735531829024,0.16917089764831247,20.28,11.066056208062564,50.592,18.548572343983782,0.5059199999999999,0.1854857234398378,-0.625353485595554,0.35713970658708116,-1.2009564742378525,100,8,2,90,20,message.prob_truth,0.1,62
0.5978799999999999,0.18777408127854067,0.41532485732186714,0.1544934519967764,0.387021525478469,0.18521613243528756,24.26,16.18296635354594,55.116,24.046923794947244,0.55116,0.24046923794947245,-1.1678523116679653,0.3330060039571833,-1.3756204857994156,100,8,2,90,21,message.prob_truth,0.1,63
0.52216,0.20855726887356388,0.3681108394961845,0.11906153595649702,0.3230590917341277,0.1620817044915341,15.36,7.659138332736914,46.36,25.92972039957238,0.4636,0.2592972039957238,-0.5956699783385376,0.1651093041218313,-0.8408106681593922,100,8,2,90,22,message.prob_truth,0.1,64
0.6393599999999999,0.30660657266275293,0.4230926537613209,0.19243284432737845,0.37811513719630796,0.22156182859500811,28.672,24.407958046506064,57.644,34.89947369230659,0.5764400000000001,0.34899473692306593,-1.2056333959866223,0.24224035458374504,-1.4011756510061302,100,8,2,90,23,message.prob_truth,0.1,65
0.57648,0.21331200060006003,0.4048561820066659,0.17953632929196386,0.358762357209353,0.21008346521913318,23.376,18.106424937021664,51.004,26.930651384621203,0.5100399999999999,0.26930651384621207,-0.9430142151505656,0.358598369973156,-1.3398308373466616,100,8,2,90,24,message.prob_truth,0.1,66
0.64452,0.11923409579478514,0.4619197017881281,0.1395374838583986,0.4237292298945092,0.1830388149832032,27.572,13.62926322293322,59.24,21.15576517169729,0.5923999999999999,0.2115576517169729,-1.0998388969163115,0.38472209673826385,-1.5520256201252958,100,8,2,90,25,message.prob_truth,0.1,67
0.5970799999999999,0.13452982420266518,0.35266082468404436,0.13739708588038688,0.3134815427415206,0.16750806059169793,19.94,13.463446809788346,53.488,22.19589727855128,0.53488,0.22195897278551277,-0.6471651852950667,0.36266733130347706,-1.031369408197022,100,8,2,90,26,message.prob_truth,0.1,68
0.6644,0.19938264718876617,0.44520278731178337,0.15811743786553178,0.4044687634584318,0.19745593872927436,29.036,20.29489354492898,59.988,26.57253950980222,0.59988,0.26572539509802223,-1.1070566400575645,0.44955056488266865,-2.1431657572152845,100,8,2,90,27,message.prob_truth,0.1,69
