# Batch Simulation Results
# Date: 2025-12-15 12:19:56
# Parameter varied: message.truth_revelation_prob
# Values: [0.0, 0.1, 0.2, 0.5, 0.8, 1.0]
# Runs per value: 30
# Total simulations: 180
# Comment: Vary truth revelation probability (fact-checking)
#
avg_reach,std_reach,avg_forwarding_rate,std_forwarding_rate,avg_misinformation,std_misinformation,avg_false_forward_count,std_false_forward_count,avg_false_reach_count,std_false_reach_count,avg_false_reach,std_false_reach,avg_reputation,std_reputation,final_reputation,num_agents,num_influencers,num_bots,num_regular,run_id,param_name,param_value,seed
0.5761999999999999,0.057078542378025045,0.32804565189388996,0.10627686709032247,0.1269562927609004,0.16805565037121734,7.492,10.274723159287552,23.1,28.468825054785807,0.231,0.28468825054785807,0.21115618830627256,2.7755575615628914e-17,0.21115618830627253,100,8,8,84,0,message.truth_revelation_prob,0.0,42
0.60976,0.11221738902683487,0.31073136490728687,0.1424256071246456,0.1336009918092644,0.1787215327909403,8.184,11.658393714401656,25.568,30.687153272990315,0.25568,0.30687153272990314,0.07635969211013803,1.3877787807814457e-17,0.07635969211013802,100,8,8,84,1,message.truth_revelation_prob,0.0,43
0.5623599999999999,0.33491914009205265,0.30169663794185975,0.1743523920220701,0.14054186953758588,0.1924970036485027,8.908,15.317817599122925,25.476,35.91981937593785,0.25476,0.3591981937593785,0.024010625732826828,3.469446951953614e-18,0.02401062573282683,100,8,8,84,2,message.truth_revelation_prob,0.0,44
0.5736,0.23620296357158604,0.3219967285335673,0.12159617090689485,0.13006094690809755,0.17627718960890984,7.584,11.465903540497802,23.216,32.10846218678185,0.23216000000000003,0.3210846218678185,0.08810298782481088,1.3877787807814457e-17,0.0881029878248109,100,8,8,84,3,message.truth_revelation_prob,0.0,45
0.5515999999999999,0.21107306791724992,0.27831329481880007,0.16053742743397104,0.12849344265462792,0.17425763066413316,8.356,12.912833306443634,25.372,30.740878582109524,0.25372,0.3074087858210952,0.042700991711812734,1.3877787807814457e-17,0.04270099171181272,100,8,8,84,4,message.truth_revelation_prob,0.0,46
0.5830799999999999,0.2507391345602038,0.25554484770056757,0.12019623442620662,0.10903623747181246,0.15337118305104164,7.44,12.12,24.136,33.77131184896435,0.24136,0.3377131184896435,0.31254368442453473,0.0,0.31254368442453473,100,8,8,84,5,message.truth_revelation_prob,0.0,47
0.48284,0.2193853559379021,0.3787635931063649,0.14391587572533457,0.14261643346219602,0.20174716441930707,7.92,13.33002625653828,19.344,28.1852738854885,0.19344,0.281852738854885,0.041612080089089544,0.0,0.041612080089089544,100,8,8,84,6,message.truth_revelation_prob,0.0,48
0.55336,0.25220925914803366,0.29458250011666326,0.1188992232640537,0.10986576451819452,0.16081452192548762,6.98,11.878535263238478,20.76,31.06197675615639,0.20760000000000003,0.31061976756156395,-0.05296402540759949,0.0,-0.05296402540759949,100,8,8,84,7,message.truth_revelation_prob,0.0,49
0.53016,0.12622192519526867,0.3239726504441886,0.12588280698264598,0.12410554025606857,0.17458360596609798,6.66,9.879696351609192,20.412,26.701802485974614,0.20411999999999997,0.26701802485974613,0.053478230362855185,6.938893903907228e-18,0.05347823036285519,100,8,8,84,8,message.truth_revelation_prob,0.0,50
0.54596,0.14796242225646347,0.26147276765821326,0.11803182860904059,0.10375735520778137,0.14703487209275778,6.152,9.789427766728757,21.512,27.955569319904754,0.21512,0.27955569319904755,0.0517634509831077,6.938893903907228e-18,0.051763450983107695,100,8,8,84,9,message.truth_revelation_prob,0.0,51
